job_id,job_title,job_ad_details,nation_short_desc,y_true_claude,y_true_gpt4.1,y_true_gemini2.5
445,Devops Engineer (Python / AWS),"<strong>What you'll do? -<br /></strong><ul><li>Coordinate &amp; implement the CI/ CD pipeline on development, integration, test and production environments</li><li>Be responsible to track issues that occurred and monitor those problems with possible solution suggestions</li><li>Manage and monitor all systems and infrastructure</li><li>Produce and regularly update documentation of the current Linux systems to match internal and external regulations.</li></ul><p><strong>What you need to have?-<br /></strong></p><ul><li>High Diploma or above in computer science, computing or other related discipline</li><li>Experience in with CI/CD workflows &amp; platforms, infrastructure as code, and container services, such as AWS, Docker, Kubernetes, and Terraform is preferred<br /></li><li>Experience with other DevOps, configuration management and application performance tools</li><li>Familiar with Linux systems usage and administration</li><li>Solid systems design experience, with the ability to architect or explain complex systems interactions including data flows, event driven interface, APIs and other methods</li><li>Proficient with one or more programming languages such as <strong>Python</strong>, Golang and Java </li><li>Sound understanding of databases, networking, performance and security</li><li><strong>Candidates with more experience will be considered as Sr. Devops Engineer</strong></li></ul><p><strong>What we offer you? -</strong></p><ul><li>Global work experience in an agile environment with flat organization.</li><li>Great career development opportunities in a growing company.</li><li>Competitive salary packages.</li><li>Flexible working hours, casual work attire with energetic team members.</li></ul><br />If you are interested in blockchain technology and want to start a new challenging job in the fintech industry, please don’t hesitate to apply with your full resume, present/expected salary, and availability by click on the 'Apply' button.",HK,Hybrid,Remote,Hybrid
459,Assistant UXUI Design Manager,"<div><p><strong>The Department</strong></p><p>Digital Experience and Innovation Department is responsible for providing quality experience and CRM to local and overseas customers of The Hong Kong Jockey Club. It operates 88 Race Meetings a year, 33 Simulcasts days, a thrice-weekly Mark 6 Draw, 7X24 Digital Channels, 7X24 Football Betting Services on over 11,000 different leagues per year. The ultimate aim is to provide an impressive total customer experience leading to sustainable turnover growth in a responsible manner and engage new customers.</p><p><strong>The Job </strong></p><p><strong>You will:<br /></strong></p><ul><li>Deliver user interface designs and visual assets, working in highly collaborative and agile cross-functional teams</li><li>Design and develop wireframes, user flows, and prototypes that demonstrate exceptional interaction and holistic user experience</li><li>Leveraging gamification principle into our interfaces and experiences to enhance user engagement and satisfaction.</li><li>Create engaging and intuitive animations and interaction that enhance the user experience.</li><li>Conduct user research and usability testing to understand user needs, behaviours, and pain points, and use insights to inform design decisions</li><li>Analyse use data and feedback to continually optimize and refine our products.</li><li>Create and maintain design systems and style guides that promote consistency and ease of use, and that incorporate interactive and animation design elements</li><li>Provide constructive feedback and mentorship to other designers on the team</li><li>Stay up-to-date with the latest design trends, tools, and technologies to deliver innovative and effective design solutions</li><li>Work closely with developers to ensure designs are implemented accurately and to specifications</li><li>Communicate design decisions and rationale effectively to stakeholders</li><li>Manage multiple projects and prioritize workload effectively to meet project deadlines</li></ul><p></p><p><strong>About You</strong></p><p><strong>You should have:<br /></strong></p><ul><li>Bachelor's degree in design or related field</li><li>At least 6 years of experience in UIUX design with a strong focus on interactive and animation design</li><li>A portfolio that demonstrates exceptional design skills and problem-solving abilities, with a particular focus on interactive and animation design</li><li>Strong understanding of user-centered design: A UIUX designer with a focus on user interaction should have a deep understanding of user-centered design principles and methodologies.</li><li>Strong analytical mindset to make the data-driven decision.</li><li>Expertise in design tools such as Figma, Sketch, Adobe Creative Suite, AfterEffect, Principle, and other animation and prototyping tools</li><li>Excellent communication and collaboration skills</li><li>Excellent interpersonal skills and a good team player</li><li>Experience working in an Agile development environment</li></ul><p><strong>Terms of Employment</strong></p></div><div>The level of appointment will be commensurate with qualifications and experience.</div><div><strong>How to Apply</strong><br />Please send your resume, complete with expected salary and job reference by clicking the Apply Now button</div><div>We are an equal opportunity employer. Personal data provided by job applicants will be used strictly in accordance with the Club's notice to employees and prospective employees relating to the Personal Data (Privacy) Ordinance. A copy of which will be provided immediately upon request.</div>",HK,OnSite,Hybrid,OnSite
471,Senior Business Analyst - Financial Services Provider,"<p>With two decades of business track records and successful stories, our client remains to be one of the most popular financial services provider who continues to provide high quality pension, fund and trustee services to customers. As of 2021, the company has over 180 billion assets under administration, serving millions of corporate and individual customers. Stepping into a technology-driven era, the company has invested tremendously in e-commerce platforms, online account services, digitalization of operations as well as digital partnerships. There is an exciting opportunity to join the 10+ ppl Business Analysis team under IT department as a Senior Business Analyst (Manager).</p><p>Responsibilities</p><ul><li>Develop requirement definition and execute UAT/ Supervise team to implement UAT</li><li>Identify the opportunities and threats on mitigation plans.</li><li>Understand the project objectives and facilitate business team's communication with vendor/IT department</li><li>Facilitate software system development or acquisition from vendor</li><li>Gather user requirement through site visits, video calls, surveys, workshops, business case and work flow analysis etc., covering both internal and external users</li><li>Ensure proper documentation of business initiatives and requirements</li><li>Maintain close and harmonious business relationship with key internal, external stakeholders</li></ul><p>Requirement</p><ul><li>Degree holder in information system or a related discipline</li><li>Minimum 5 years solid business analyst or project management experience for financial services industry</li><li>PMP or Prince or ITIL certificate holder is an advantage</li><li>Excellent verbal, written communication and leadership skills.</li><li>Experience with digital transformation projects will be an advantage.</li><li>Fluent in Cantonese, English and Mandarin</li></ul>",HK,OnSite,Hybrid,Hybrid
475,"Manager, Publications (Financial Services)","<p><strong>Overview</strong></p><p>Client relationships and marketing are integral to our business. Our Marketing team applies contemporary business-to-business marketing strategies to support the targeting of existing and new clients.</p><p><strong> </strong></p><p><strong>Responsibilities</strong></p><ul><li>Write and edit copy for thought leadership reports, opinion pieces and newsletters, with a focus on financial services</li><li>Project manage thought leadership campaigns throughout the publication lifecycle, from conceptualising content ideas and conducting market research, to writing/editing the report and driving marketing initiatives</li><li>Develop and drive marketing campaigns to leverage new publications</li><li>Advise multiple stakeholders – both internal and external – on considerations and suggest best approach to achieve objectives through thought leadership campaigns</li><li>Work closely with designers and conceptualise ideas to ensure graphics and design illustrations are visually impactful and linked to the publication’s theme</li><li>Analyse data including research results provided by third-party providers</li><li>Coordinate with regional and global marketing professionals to maintain an editorial calendar and content pipeline for financial services, comprising both local and relevant global thought leadership</li></ul><p><strong> </strong></p><p><strong> Experience and Requirements</strong></p><ul><li>University graduate</li><li>A minimum of eight years editorial work experience - preferably with a financial services background</li><li>Strong proven editing and writing skills, a key responsibility for the role</li><li>Experience of running marketing campaigns        </li><li>Good understanding and knowledge of the firm’s activities</li><li>Ability to work under tight deadlines</li><li>Ability to handle multiple tasks as well as manage complex projects and prioritise work</li><li>Strong language skills required: English language skills essential, Mandarin proficiency is preferred</li><li>Pro-active and detail-oriented with an ability to develop content ideas and insights</li><li>Strong project management and marketing skills</li><li>Flexible: ability to handle last minute issues</li><li>Strong work ethic, resourceful and takes initiative</li></ul><p>We offer successful candidates an attractive remuneration package and the opportunity to work in a dynamic and exciting environment.</p><p>Personal data collected will be used for recruitment purposes only.</p><p> </p>",HK,OnSite,Hybrid,Hybrid
506,Project Manager IT,"<p>Job Description:</p><p>In this role you will be responsible for managing, strategic projects from initiation through delivery and leading team members on implementation, migration, enhancement, or integration projects that often involve business process reengineering. You will be accountable for managing the client project to ensure that all targets and requirements are met and ensure billable projects are completed on schedule and within budget.</p><p></p><p>Qualifications:</p><ul><li>Education: Bachelor Degree/Master Degree (IT/related major is preferable).</li><li><strong>1 + years of experience working as a Technical Project Manager or equivalent experience.</strong></li><li><strong>Experience working on PMBOK Knowledge, SCRUM (PSM) more preferable.</strong></li><li>Strong analytical skills, excellent communication and demonstrated ability to translate client requirements.</li><li>Understanding of business systems, ability to multi-task on diverse requirements, understanding of Software development Lifecycle and techniques, and experience in the development of system documentation or training materials.</li><li>Experience working directly within a software development team.</li><li>Passion for building great products and solving customer and business problems.</li></ul><p></p>",ID,OnSite,Remote,Hybrid
513,Fullstack Developer,"<p>Responsibilities :</p><p><br /></p><ol><li>Develop backend application using RESTFULL technology such as NodeJS, PHP, Laravel and ExpressJS</li><li>Ship features and improvement by collaborating with other team member</li><li>Review, optimize, and test existing code to conform to industry best practice</li><li>Solve bug and technical debt on existing deployment Provides solution architect from business requirements.</li><li>Produce results effectively and within the deadlines set.</li><li>Uphold high-quality standard delivery (and web compliance).</li><li>Slicing UI using Vue.Js, Nuxt.Js, Tailwindcss, Javascript, Sass</li></ol><p><br /></p><p>Requirement :</p><p><br /></p><ol><li>Bachelor Degree IT, Computer Science or related major from Reputable University</li><li>Minimum 2 years experience as a Fullstack Developer</li><li>Experience to use NodeJS, Express js, PHP, Laravel, VueJs, NuxtJs, TailwindCss etc.</li><li>Experience with relational and NoSQL database schema design and query optimization</li><li>Experience with Linux systems administration, web server configuration (Apache/ Nginx/Gunicorn), SQL databases, and other common web stack technologies.</li><li>Have a deep understanding of OOP (Object Oriented Programming).</li><li>Strong analytical and problem-solving skills.</li><li>Self-motivated, driven and fast learner.</li><li>Able to use versioning control system such as GIT</li><li>Code reusability, clean code</li><li>Comfortable working in a linux environment &amp; using CLI</li></ol>",ID,OnSite,Remote,Hybrid
523,Data Engineer,"<strong>Description</strong><br />
 <p>- Design, develop, optimize, and maintain data architecture and pipelines that adhere to ETL principles and business goals<br />- Solve complex data problems to deliver insights that helps our business to achieve their goals<br />- Create data products for analytics and data scientist team members to improve their productivity<br />- Advise, consult, mentor and coach other data and analytic professionals on data standards and practices<br />- Foster a culture of sharing, re-use, design for scale stability, and operational efficiency of data and analytical solutions<br />- Lead the evaluation, implementation and deployment of emerging tools and process for analytic data engineering in order to improve our productivity as a team<br />- Develop and deliver communication and education plans on analytic data engineering capabilities, standards, and processes<br />- Partner with business analysts and solutions architects to develop technical architectures for strategic enterprise projects and initiatives.<br />- Learn about machine learning, data science, computer vision, artificial intelligence, statistics, and/or applied mathematics</p>
 
 <strong>Specifications</strong><br />
 <p>As an Data Engineer, you will work closely with a multidisciplinary Agile team to build high quality data pipelines driving analytic solutions. These solutions will generate insights from our connected data, enabling Mango to advance the data-driven decision-making capabilities of our enterprise. This role requires deep understanding of data architecture, data engineering, data analysis, reporting, and a basic understanding of data science techniques and workflows. The ideal candidate is a skilled data / software engineer with experience creating data products supporting analytic solutions. They are an Agile learner, possess strong problem-solving skills, work as part of a technical, cross functional analytics team, and want to Solve complex data problems and deliver the insights to enable analytics strategy.</p>",ID,OnSite,Remote,Hybrid
529,Project Manager,"<div><strong>Job Description</strong><ul><li>Creating  a schedule/timetable for production line.</li><li>Making sure that production flows following the schedule that you set!</li><li>Create an effective workflow and jobdesc for each editors, and making sure their priority is clear.</li><li>Oversee and solving a problem that can delay the schedule and deadline of the production line.</li><li>Always check and confirm that the artists submit their work on time as the deadline sets.</li><li>Directing and reminding editor to always create a weekly schedule for artist.</li><li>Controlling every traffic of every assistant for the artist to make sure a smooth production.</li><li>Checking and verifying monthly artist invoice and make sure if there's any fine is included on the invoice.</li><li>Proposing system improvement or new system that you think will increase the effectivity of production line.</li><li>Reminding both editorial and production team to always following the Standard Operating Procedure of Kisai Entertainment.</li></ul><strong>Requirement</strong><ul><li>At least have 1 year experience on managing people.</li><li>Fluent in English; both written and spoken is a must.</li><li>Ability to work under pressure/deadline oriented project.</li><li>Able to supervise multiple project at one.</li><li>People oriented and have growth mindset.</li><li>Ready to adapt</li></ul></div><div> </div>",ID,Remote,OnSite,OnSite
530,IT PROFESIONAL,"<p><strong>We are a cloud healthcare start-up company. We help our clients make lasting performance improvements and realize their most important goals through the best business applications and solutions. We are currently looking for IT professionals:</strong></p><p><strong>Location : Jakarta</strong></p><p><strong>Position Name : Senior Application Integration</strong></p><p><strong>Job Description</strong></p><p>Senior Application Integration are information technology (IT) professionals who identify and implement software cloud application solutions to optimize business operations.We are looking for an a talented senior application integration with DevOps and Software Engineering experience to join us.</p><p><strong>Duties and Responsibilities</strong></p><p>§ Provide functional direction to a team of software developer and provide technical leadership and guidance.</p><p>§ Clearly articulate pros and cons of various technologies and platforms</p><p>§ Understand the difference between cloud applications and web applications</p><p>§ Document use cases, solutions and recommendations</p><p>§ Excellent written and verbal communication skills</p><p>§ Explain the work in plain language</p><p>§ Help program and leader in the design, planning and governance of implementing R&amp;D Prototype of any kind</p><p>§ Perform detailed analysis of business problems and technical environments and use this in designing the solution</p><p>§ Work creatively and analytically in a problem-solving environment</p><p>§ Be a self-starter</p><p>§ Work in teams, as a big data environment is developed in a team of employees with different disciplines</p><p>§ Select and integrate any Big Data tools and frameworks required to provide requested capabilities</p><p>§ Implement ETL (extract, transform, load) process</p><p>§ Define data retention policies</p><p>§ Direct software development engineers and Big Data Engineers using the big data and software efficiently</p><p>§ Ensure high performance criteria is met on developed software and big data systems</p><p>§ Implement performance and quality modules</p><p>§ Identify bottlenecks, and devise solutions to these problems</p><p><strong>Job Requirements</strong></p><p>§ You hold a bachelor degree in Computer Science or IT disclipine</p><p>§ You have at least 5 years of working experience in web application development (cloud app or web app)</p><p>§ Language: Bahasa &amp; English Business Level</p><p>§ including experience in writing technical documentation such as use cases, flow charts, swim lanes, sequence diagram, component diagram, etc</p><p>§ Excellent time management skills for planning and execution</p><p>§ Proficient understanding of distributed computing principles</p><p>§ Proven past experience and complete knowledge in developing mobile and web applications (if ever developing application cloud as a plus).</p><p>§ Knowledge and experience with Web Technology Development (Backend&amp;Frontend), emphasising on Java &amp; Javascript-related frameworks (e.g. Node.js , Node.jsVisual Studio,Angular, React), prioritized Node.js &amp; Visual Studio Code</p><p>§ Understanding Progressive Web Apps</p><p>§ Experience with NoSQL databases, such as Mariadb, HBase, Cassandra, MongoDB, or similar</p><p>§ Web services and API development</p><p>§ Experience with Git and Gitflow</p><p>§ Hands-on with high capacity and low latency systems</p><p>§ Continuous integration and automated testing</p><p> </p><p>Email to     :</p><p>Subject      : Senior Application Integration</p><p> </p><p><strong>Position Name : Backend Developer</strong></p><p><strong>Job Description</strong></p><p>A person who is responsible for managing the website server (server-side). That is, someone who needs to make sure the website works well in terms of exchanging data from the browser to the server, so that the website content can appear smoothly in the browser.</p><p><strong>Duties and Responsibilities</strong></p><p>§ Build software with back end framework</p><p>§ Perform cloud computing integration</p><p>§ Design, integrate and manage databases</p><p>§ Manage operating system</p><p>§ Manage Content Management System (CMS)</p><p>§ Understand the difference between cloud applications and web applications</p><p>§ Website Flow Design</p><p>§ Manage and check website security vulnerabilities.</p><p>§ Perform website data analysis</p><p>§ Carry out the backup and restore process.</p><p>§ Collaborate and report work progress to Senior Application Integration.</p><p>§ Collaborate with Front-end to integrate user interface elements with server-side logic</p><p>§ Participate in the entire application lifecycle, with a focus on coding and debugging</p><p>§ Build reusable code and libraries that can be reused for future use</p><p><strong>Job Requirements</strong></p><p>§ You have a bachelor's degree or diploma in Computer Science or IT</p><p>§ 3+ years experience in Java Back End Development with full cycle project implementation, can show better portfolio</p><p>§ Design, develop and deploy high quality backend microservices</p><p>§ Experience with Web Service APIs</p><p>§ Good working knowledge of SQL</p><p>§ Experience with NoSQL databases, such as Mariadb, HBase, Cassandra, MongoDB, or similar (Mariadb preferred)</p><p>§ Knowledge of AWS, Google Cloud, Node JS, and Visual Studio code is a plus</p><p>§ Understanding Progressive Web Apps</p><p>§ Experience with cloud services</p><p>§ Experience in Spring Boot Framework, Hibernate or apache camel (a plus factor)</p><p>§ Mastering the use of the Report System from Jaspersoft</p><p>§ Understanding of using Git and Gitflow</p><p>§ Experience with cloud services</p><p>§ Experience using web server technology (Apache, NGINX) and containerization (Docker, Kubernetes) is a plus</p><p>§ Able to do code review and make unit testing an added value</p><p>§ Language: : Bahasa &amp; English Business Level</p><p><strong>§ </strong>Accustomed to working as part of a team</p><p> </p><p> </p><p>Email to   :</p><p>Subject      : Backend Developer</p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p><strong>Position Name : Frontend Developer</strong></p><p><strong>Job Description</strong></p><p>A person who must be responsible for ensuring that the appearance of the website is appropriate or not with the initial design and is appropriate in terms of functionality. For displays on websites, applications, menus, buttons, animations, and interactions that can be touched by the user.</p><p><strong>Duties and Responsibilities</strong></p><p>§ Produce, modify and maintain websites and web application user interfaces</p><p>§ Determine the structure and design of web pages</p><p>§ Ensure web design is able to maximize user experience</p><p>§ Create face-to-face features that improve the user experience</p><p>§ Ensure a balance between functional and aesthetic features on the website</p><p>§ Ensure web designs are compatible for viewing from smartphones/tablets</p><p>§ Optimizing the website to keep it fast and can continue to be developed</p><p>§ Ensure branding consistency through website design</p><p>§ Collaborate with back end developers to do coding and troubleshooting</p><p><strong>Job Requirements</strong></p><p>§ You have a bachelor's degree or diploma in Computer Science or IT</p><p>§ 3 years experience in Front End Development with full cycle project implementation, can show better portfolio</p><p>§ Mastering HTML, CSS, Java scripts</p><p>§ Understanding Progressive Web Apps</p><p>§ Experience in React JS/Vue JS /Next Js preferred Node JS with Visual Studio Code</p><p>§ Understanding UI/UX Designer</p><p>§ Understanding of REST API concepts and Frontend-Backend communication</p><p>§ Supports Responsive Display &amp; Mobile Design</p><p>§ Good understanding of SEO</p><p>§ Understanding of using Git and Gitflow</p><p>§ Accustomed to working as part of a team</p><p>§ Able to do code review and make unit testing an added value</p><p>§ Language: : Bahasa &amp; English Business Level</p><p>§ Accustomed to working as part of a team </p><p> </p><p>Email to  :</p><p>Subject      : Frontend Developer</p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p><strong>Position Name : Business System Analyst</strong></p><p><strong>Job Description</strong></p><p>Perform an analysis of the information system to be built and analysis of requirements. A systems analyst usually works with a team, when compiling / designing a new system.</p><p><strong>Duties and Responsibilities</strong></p><p>§ System development needs analysis</p><p>§ Conduct assessments, studies, observations, uses cases, or simulations</p><p>§ Addressing client and user needs, identifying vulnerabilities or areas of poor performance to improve productivity, efficiency and accuracy</p><p>§ Translating the wishes of users or users of information systems into information technology system designs</p><p>§ Analyze organizational behavior and its functions</p><p>§ Conduct a feasibility study and design the system to be developed</p><p>§ Testing the new system</p><p>§ Prepare and analyze cost and benefit reports for quality improvement</p><p>§ Supervise the implementation of software products at users</p><p><strong>Job Requirements</strong></p><p>§ You have a bachelor's degree or diploma in Computer Science or IT</p><p>§ 2 years experience in Web Application Development with full cycle project implementation, can show better portfolio</p><p>§ Understand and use software development methodologies (SDLC-RAD-Agile)</p><p>§ Have knowledge and ability of office applications, SQL (state the software tools database used), programming languages (mention the software tools that are understood)</p><p>§ Understanding of using Git and Gitflow</p><p>§ Able to do code review and make unit testing an added value</p><p>§ Critical Thinking, Communication, Creative, Planning</p><p>§ Language: Business Level Language &amp; English</p><p><strong>§ </strong>Accustomed to working as part of a team</p><p> </p><p>Email to     :</p><p>Subject      : Business System Analyst</p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p><strong>Position Name : Database Administrator</strong></p><p><strong>Job Description</strong></p><p>A person in charge of implementing the database, physically realizing the database, controlling the security and integrity of the database, and coordinating changes to the database and can plan, coordinate, test and maintain database security.</p><p><strong>Duties and Responsibilities</strong></p><p>§ Schematic design</p><p>§ Monitor the occurrence of redundancy</p><p>§ Supervise the configuration of requests for changes to the database structure</p><p>§ Schedule and hold meetings in case of changes to the database structure</p><p>§ Implement schema changes</p><p>§ Maintain user documentation</p><p>§ Prepare reports on database system performance</p><p>§ Investigating user complaints</p><p>§ Analyze reports and complaints</p><p>§ Performing “tuning” or “optimizing” the database system</p><p>§ Write and code physically and logically database descriptions and define identifiers from databases for management systems or others directly in coding descriptions</p><p>§ Define users and user access levels for each segment of the database</p><p><strong>Job Requirements</strong></p><p>§  You have a bachelor's degree or diploma in Computer Science or IT</p><p>§ 2 years experience in Web Application Development with full cycle project implementation, can demonstrate better portfolio as database administrator</p><p>§ Good working knowledge of SQL</p><p>§ Knowledge and experience with NoSQL databases, such as Mariadb, HBase, Cassandra, MongoDB, or similar (Mariadb preferred)</p><p>§ Knowledge and experience with cloud services</p><p>§ Understanding of using Git and Gitflow</p><p>§ Critical Thinking, Communication, Creative, Planning</p><p>§ Language: : Bahasa &amp; English Business Level</p><p><strong>§ </strong>Accustomed to working as part of a team</p><p> </p><p>Email to  :</p><p>Subject      : Database Administrator</p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p><strong>Position Name : Tester &amp; Documentation</strong></p><p><strong>Job Description</strong></p><p>A person who is responsible for testing software performance, analyzing device quality by looking for bugs, coding errors, defects in products, and other problems that can affect the performance of the software.</p><p><strong>Duties and Responsibilities</strong></p><p>§ Collaborate with members of the software development team, quality control, other departments that play a role in software technical development</p><p>§ Leads all stages of system testing, integration and product regression</p><p>§ Screen and analyze customer feedback for validity and feasibility requirements</p><p>§ Running Tests with Mobile Apps and Web Apps</p><p>§ Technical Writer and Documentation Results for Application Testers</p><p>§ Run Tests with manual and automation software</p><p>§ Create Standard Operating Procedure Documents</p><p>§ Create a Technical Specification Document (TSD)</p><p>§ Make software quality planning</p><p>§ Track and determine any software crashes and inconsistencies</p><p>§ Perform production testing in different environments such as on social media and other mobile networks</p><p>§ Record and analyze the form of bugs in the product</p><p>§ Assess the programming language used by the developer in the development process</p><p><strong>Job Requirements</strong></p><p>§ You have a bachelor's degree or diploma in Computer Science or IT</p><p>§ 1 year experience in Web Application Development with full cycle project implementation, can show better portfolio as Tester &amp; Documentation</p><p>§ Good working knowledge of SQL</p><p>§ Knowledge of NoSQL databases, such as Mariadb, HBase, Cassandra, and MonggoDB</p><p>§ Knowledge and experience with web programming languages</p><p>§ Knowledge with cloud services</p><p>§ Understanding of using Git and Gitflow</p><p>§ Critical Thinking, Communication, Creative, Planning</p><p>§ Language: : Bahasa &amp; English Business Level</p><p><strong>§ </strong>Accustomed to working as part of a team</p><p> </p><p>Email to   :</p><p>Subject      : Tester &amp; Documentation</p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p><strong>Position Name : Tester &amp; Documentation</strong></p><p><strong>Job Description</strong></p><p>A person who is responsible for testing software performance, analyzing device quality by looking for bugs, coding errors, defects in products, and other problems that can affect the performance of the...",ID,OnSite,Remote,OnSite
533,JAVA,"<p>Job responsibilities</p><p>1. Responsible for the architecture design and research and development of the company's app and other product service side;</p><p></p><p>2. Operation and maintenance of back-end services, performance optimization, etc.</p><p></p><p>3. Coordinating and communication for product development</p><p></p><p>Job Requirements:</p><p></p><p>1. Working experience in live broadcasting industry is preferred, familiar with APP background interface development;Familiar with JavaJ2EE, solid foundation, proficient in common Java technical framework, able to write high-quality concise and clear code;</p><p></p><p>2. Proficient in Spring,SpringBoot, SpringMVC,Mybatis and other open source frameworks, familiar with their implementation principles, familiar with multi threaded programming;</p><p></p><p>3. Familiar with micro-service architecture and Spring Cloud;</p><p></p><p>4. Proficient and effective in using Mysql database, MongoDB, redis, memcached and other common nosql technology;</p><p></p><p>5. Proficient in using Nginx, Tomcat and other WEB service-related open source projects and performance tuning;</p><p></p><p>6. Proficient in common design patterns and design principles;</p><p></p><p>7. Have the ability to analysis and solving problem effectively , have relatively excellent practical ability, big interest on technology, have a certain technical mania;</p><p></p><p>8. Bonus points for having more than 1 million daily information flow experience;</p><p></p><p>9. Strong cross-departmental communication skills are preferred</p><p></p><p>10. Proficient in mandarin and English, fluent in mandarin is preferred</p>",ID,OnSite,Remote,Hybrid
544,IT Infrastructure Lead,"<p>This position is suitable for those who yearn to thrive and enjoy analyzing and solving complex problems. If you get that warm, fuzzy feeling in your stomach when you figure out how to overcome obstacles, this may be the perfect role for you.  </p>
<p>Responsibilities:  </p>
<ul> <li>Identify team goals and evaluate team progress  </li> <li>Review completed tasks to ascertain compliance with standards  </li> <li>Coach all team members and motivate them to produce desired results  </li> <li>Develop team strengths and improve weaknesses  </li> <li>Organize team initiatives and resolve conflicts  </li> <li>Support sales team to provide technical solutions  </li> <li>Working together with the team members for the technical parts, such as POC, system design and analyzing system development, problem-solving, and maintenance  </li> <li>Have fun and spread it around the office   </li> </ul>
<p><strong>Requirements</strong></p>
<p><strong>Qualifications:</strong></p>
<ul> <li>4 years' experience as System Engineer, Cloud Engineer, or similar positions</li> <li>Good leadership or experience managing a team.</li> <li>Familiar with some Cloud Technology: AWS, Azure, Google Cloud. Point plus if have certification.</li> <li>Familiar with Container Technology such as Docker, and Kubernetes. Point plus if have certification.</li> <li>Familiar with Log Management, Monitoring, and Visualization Tools such as Prometheus, Elastic, Kibana, Grafana, Datadog, or Splunk,</li> <li>Familiar with DevOps tools is a plus, such as Jenkins, Bamboo, Chef, Puppet, Ansible, or Terraform.</li> <li>Familiar with Virtualization Technology is a plus</li> </ul>",ID,OnSite,Hybrid,OnSite
545,Web Progammer,"<div><strong>Requirements:</strong></div><ul><li>Masters/Bachelor Degree/Diploma Qualification in Computer Science or relateddiscipline.</li><li>Preferably 3- 5 years of work experience in C# &amp; web development using .NET MVC and Entity Framework.</li><li>Familiarity with JavaScript, JQuery, Angular JS or any client-side scripting languages.</li><li>Proficiency in SQL including T-SQL Stored Procedures, SSIS &amp; SSRS (preferably MS SQL).</li><li>Familiarity with Web API (SOAP, REST) frameworks and development.</li><li>Familiarity with .Net framework 3.5 or 4.0, AJAX, XML, Web Services, WCF or WWF, IIS.</li><li>Familiarity in Responsive Framework like Bootstrap.Knowledge in Object-Oriented Analysis and Design using UML.</li><li>A good team player with good interpersonal and communication skills.</li><li>Best with FinTech knowledge (Good to have)</li></ul>",ID,OnSite,Remote,Hybrid
569,Graphic Designer (Illustrator),"<p><strong>Job Highlights</strong></p><p>·      Fun environment (work hard, play hard)</p><p>·      Flexible working conditions with benefits</p><p>·      Be part of a diverse, dynamic and quality-focused team</p><p><strong> </strong></p><p><strong>Job Description</strong></p><p>We are looking for a graphic designer / illustrator to assist our company requirements.</p><p>The applicant must be able to help conceptualise, visualise and implement the designs based on the requirements given, in a timely fashion. He or she must work well with either Illustrator, Photoshop, procreate or any other relevant software. We need poeple who are interested in Tshirt Design.</p><p><br /></p><p>Above all else, we are looking for someone with the right attitude and passion.</p><p> </p><p><strong>The plus will be:</strong></p><p>·     Good sense of color, dynamics, shape, composition;</p><p>·     Experience in the gaming art.</p><p> </p><p><strong>We value:</strong></p><p>·     Striving for self-development and modern industry trends;</p><p>·     Creativity and willingness to offer their ideas;</p><p>·     Benevolence and ability to build relationships with people;</p><p>·     The ability to correctly argue your position;</p><p>·     Responsible attitude to the quality of their work and deadlines.</p><p> </p>",ID,Hybrid,Remote,Hybrid
573,English Content Writer,"<p>JOB DESCRIPTION:</p><p>Write clear and attractive web content <br />Produce easy to read and creative article <br />Conduct research about the topic <br />Conduct research on brand and products, core message and target audience, come up with high-quality contents <br />Develop and brainstorm creative idea and concept, write a clear and attractive copy based on brand and products <br />To collaborate with internal team to develop creative copies and visual ideas proposals, and strategy<br />Work closely with the marketing and creative team to provide quality content that will publish on website, social media platforms, print media, etc.<br />Understand about SEO<br />Conduct simple keyword research and use SEO guidelines to increase web traffic.</p><p> </p><p>REQUIREMENTS:</p><ul><li>Excellent writing, editing and communication skills (Indonesian &amp; English).</li><li>Strong creative thinker with in-depth knowledge about the advertising circle.</li><li>Have good interpersonal skills and work well in a team.</li><li>The ability to write and think creatively.</li><li>Strong research skills.</li><li>Good at Ms. Office.</li><li>Able to work with schedule &amp; deadlines.</li><li>Minimum 5 years of experience as a creative content writer.</li><li>Must Proficient in english</li></ul>",ID,Remote,Hybrid,Hybrid
