job_id,job_title,job_ad_details,nation_short_desc,y_true_claude,y_true_gpt4.1
337,Start your career with us at Concentrix Eastwood - Non Voice Account - 23K/Month,"<p>Why Concentrix:<br />Prepare for a game-changing career adventure filled with fun, growth, and endless possibilities!<br />As a five billion-dollar publicly traded company (CNXC), we know that when we put our people first, business thrives. You'll find the runway and resources to build the career you've always imagined.<br />At Concentrix, we celebrate diversity, empower our people, and provide unwavering support. We're not just a team; we're your dedicated squad on the path to greatness. We proudly hold the certification as a Great Place to Work, a testament to our unwavering commitment to foster a positive workplace culture.&nbsp;<br />Join us! Together, we will continue to reshape the CX industry.&nbsp;<br /><br /><br />Your Role as a Customer Experience (CX) Advisor<br /><br />As a Customer Experience (CX) Advisor, you hold a crucial position in ensuring that our clients' customers receive exceptional experience. Your primary responsibility is to address their needs and concerns promptly and professionally, leaving a lasting positive impression.<br /><br />To achieve this, your excellent communication skills will be put to use. Active listening, empathy, and effective communication are key. Consistently delivering high-quality service and exceeding expectations are vital for success.&nbsp;<br /><br />If you're passionate about CX and making a game-changing difference, start your journey now.<br /><br />You are a perfect fit for the position if you:<br /><br />• Are a college graduate with or without a background in the Customer Experience (CX) industry<br />• Have at least six (6) months of background in the Customer Experience (CX) industry<br />• Have good English communication skills<br />• Have excellent customer service, problem-solving, and multitasking skills<br />• Have superb computer skills<br />• Are willing to work on shifting schedule<br /><br /><br />Company Overview:<br />We’re a leading global provider of customer experience (CX) solutions and technology. We create game-changing customer journeys for our people and our clients and their customers.&nbsp;<br />With the help of over 440,000 global game-changers, our business is borderless. We support more than 2000 of the world's best brands and dream up the CX tech and innovations of tomorrow. Across 70+ countries and six continents, we provide services across key industry verticals including technology &amp; consumer electronics; retail, travel &amp; ecommerce; banking, financial services &amp; insurance; healthcare; communications &amp; media; automotive; and energy &amp; public sector. With 155+ clients on the Fortune Global 500 list, we are undeniably the future of CX.<br />Our people around the world have devoted their careers to ensuring every relationship is exceptional. So naturally, we're committed to creating game-changing career journeys that power our people towards greater opportunities and brighter futures.&nbsp;<br />Like and follow us on Facebook and TikTok @ConcentrixPH or visit www.concentrix.com to learn more about us.<br />&nbsp;</p>",PH,Remote,OnSite
358,C++ Developer,"<p><strong>Job Description:</strong></p><p>You will be responsible for designing and developing software components and networked applications written in the C++ programming language that would run in a Linux networked environment.</p><p><br /></p><p>You will be working in a multinational work environment with colleagues in different time zones</p><p><br /></p><p><strong>Requirements or Qualifications:</strong></p><ul><li>Candidate must possess at least a Bachelor's/College Degree in Engineering (Computer/Telecommunication), Computer Science/Information Technology or equivalent.</li><li>At least 2 years experience in creating software using the C++ programming language.</li><li>At least 2 years experience in relational database technologies.</li><li>Working knowledge of client-server architecture, IP network programming</li><li>Must be comfortable working with the Linux command line interface.</li><li>Experience in various kinds of tools for the whole software development process, e.g. tools for requirements management, change control, version control, test and verification etc.</li><li>Working knowledge in Object oriented programming concepts, SOLID software design principles, design patterns and best practices.</li><li>Experience working in a team.Knowledge in the following is a plus:Redhat package manager (RPM)C, C#, Python, BASH Programming language</li><li>VOIP Technologies particularly SIP, RTP, audio and video codecs; Basic computer network UDP/TCP</li><li>Analytical, results oriented, dedicated and a team player.</li><li>Possess good communication and interpersonal skills; Fluent in the English language</li><li>Willing to be assigned abroad for a shorter time.</li></ul><p><br /></p><p>We will give you the opportunity to broaden and develop your skills in a dynamic and challenging environment.</p><p><br /></p><p>We assure you of many exiting projects with latest technologies. To those interested, there is also a good opportunity to travel.</p>",PH,Hybrid,OnSite
375,Product Management Specialist (CareerMatch - Quezon City),"<p><strong>Project Overview</strong></p><p><br /></p><p>Do you know what IT consultants dread when it comes to their day-to-day tasks? Completing detailed and descriptive timesheets! But, for Project Managers, timesheets are the holy grail of forecasting team bandwidth and capacity to take on additional projects, which the management also uses for billing customers. Unfortunately, timesheets are so time-consuming and repetitive that IT consultants often do not stick to them, leading to incomplete or incorrect submissions. As a Product Manager, you have been given the challenge of making this process less painful for everyone involved. Your mission, should you choose to accept it, is to understand the target customer base, their needs, and challenges, and come up with expected solutions. Get ready to put your detective skills to the test as you conduct a thorough problem validation by talking to the right audience and uncovering their pain points in detail.</p><p><br /></p><p>Project Mentor</p><p><br /></p><p>Indrajeet Kumar</p><p><br /></p><p>Senior Marketing Manager</p><p><br /></p><p>Project Tasks</p><p><br /></p><p>To begin solving the challenge at hand, you will undertake the following steps;</p><p><br /></p><p><strong>Part #1</strong></p><p><br /></p><p><strong>Problem Validation</strong></p><p><br /></p><p>You will start by identifying companies that use timesheet management applications and analyzing their pros and cons. Using secondary research and internal data, you will identify the target customer base and evaluate competitors with a SWOT analysis.</p><p><br /></p><p><strong>Part #2</strong></p><p><br /></p><p><strong>Customer Experience Analysis</strong></p><p><br /></p><p>Next, you will collect feedback from IT consultants and project managers to create detailed customer profiles and empathy maps. By understanding the top pain points of your target audience, you will create a solution map that will wow your customers.</p><p><br /></p><p><strong>Part #3</strong></p><p><br /></p><p><strong>Problem Areas And Benefits</strong></p><p><br /></p><p>Analyze all of your research and feedback to determine the three core problem areas that need to be solved. By identifying the benefits of solving these problems, you will create a clear value proposition document that will make impress customers. Get ready to become a problem-solving superstar!</p><p><br /></p><p>Project Takeaways</p><ul><li>Conduct problem validation.</li><li>Perform end-to-end customer experience analysis.</li><li>Develop an analytical mindset.</li><li>Get feedback from marketing experts.</li><li>Earn a certificate upon completing the project.</li></ul><p><br /></p><p>How will this project help you?</p><p><br /></p><p>This project will empower you to:</p><ul><li>Showcase employers your ability to understand user needs and pain points.</li><li>Employ the right techniques to get insights from users.</li><li>Demonstrate your ability to identify opportunities.</li><li>Prove that you can create the customer profile map and empathy map effectively</li><li>Improve project management skills.</li></ul>",PH,Remote,Unknown
383,【日系IT企業】テクニカルディレクター（ハイブリッド・在宅勤務可）,"<div>
<div>
<strong>Overview</strong><br />
<ul>
<li>
<p><strong>Salary</strong><br /></p>
<div><p>100,000 PHP ~ 300,000 PHP</p></div>
</li>
<li>
<p><strong>Industry</strong><br /></p>
<div><p>IT</p></div>
</li>
<li>
<p><strong>Job Description</strong><br /></p>
<div><p>【お仕事内容】<br />・日系顧客との折衝、日程や予算の調整<br />・要件定義から予算、納期の策定<br />・チームのタスク管理<br />・プロジェクト全体の進捗管理<br />・トラブル対応<br />・日本人マネージャーへの報告業務、など</p></div>
</li>
</ul>
</div>
<div>
<strong>Qualifications</strong><br />
<ul>
<li>
<p><strong>Requirement</strong><br /></p>
<div>
<p>【応募条件】<br />・5年以上のWEBまたはソフト開発経験<br />・10～20人以上のメンバー管理経験<br />・ビジネスレベルの英語力（目安TOECI 700点程度　※ローカルスタッフに的確な指示出しができる必要あり）</p>
<p>【歓迎条件】<br />・海外での勤務経験<br />・大人数のチームやプロジェクト管理をした経験がある方</p>
</div>
</li>
<li>
<p><strong>English Level</strong><br /></p>
<div><p>Business</p></div>
</li>
<li>
<p><strong>Other Language</strong><br /></p>
<div><p>Tagalog</p></div>
</li>
</ul>
</div>
<div>
<strong>Additional Information</strong><br />
<ul>
<li>
<p><strong>Benefit</strong><br /></p>
<div>
<p>フィリピン法に準ずる福利厚生<br />・SSS（年金など）<br />・Philhealth（医療保険）<br />・13ヶ月目ボーナス（基本給与ｘ勤務した月数÷12か月で割った額）<br />・有給休暇</p>
<p>その他<br />・VISAサポートあり<br />・HMO（民間医療保険）<br />・年2回の評価／昇給チャンス<br />・毎月の社内イベント</p>
</div>
</li>
<li>
<p><strong>Working Hour</strong><br /></p>
<div><p>9:30 ~ 18:30</p></div>
</li>
<li>
<p><strong>Holiday</strong><br /></p>
<div><p>土日祝<br />※在宅勤務など勤務の仕方は自身のお仕事の状況に合わせてフレキシブルに対応可能</p></div>
</li>
<li>
<p><strong>Job Function</strong><br /></p>
</li>
</ul>
</div>
</div>
<div><div>
<strong>Job Description</strong><br />
<p>● Working closely with the project manager and the client contact person to define project scope, roles andresponsibilities.● Determining project technical requirements and providing detailed project estimates and timelines.● Working closely with members and assigning tasks to achieve daily, weekly or monthly goals.● Updating work schedules and performing troubleshooting as required.</p>
</div></div>
<div><div>
<strong>Job Description</strong><br />
<p>• Maintain functional IT Networks (LAN, WLAN, WAN)• Install and configure software, servers, routers and other IT devices• Monitor IT Network performance and reliability• Resolve issues by troubleshooting cloud and local infrastructure• Automate tasks and monitor their effectiveness• Understands the risks and procedures to ensure security of data, network access and backup systems.• Communicate effectively with stakeholders when needed• Maintain complete technical documentation• Lead the IT Team in a 1000+ user environment• Critical thinking and planning with a focus on specific objectives• Suggest improvements to IT infrastructure performance, capacity and scalability• Lead and develop the IT Team through professional development, job expectations and performance appraisal.• Amenable to work in the Cebu City Office</p>
</div></div>",PH,OnSite,Hybrid
390,Japanese Accounting Assistant-Invoice Processing,"<div><div> <p><b>How to apply to this job</b></p>
 <div>HOW TO APPLY
<br />
求人に興味がございましたら、werecruit.japanese@gmail.com まで英語履歴書をご送付ください。
<br />
For interested applicants you may send your resume to 
<br />
werecruit.japanese@gmail.com
<p>Contact us through (連絡先):
<br />
Contact numbers(携帯番号): 
<br />
Globe: 0917-638-1854 
<br />
Sun: 0932-461-0812
<br />
Landline: (02) 8245 2829
</p>
<p>Social Media Accounts:
<br />
FB Messenger: Nippon Go Jobu
<br />
Skype: live:jknetworkjobs
<br />
Line: Name: J-K Network_NativeJP [ID: @750osdqd]
<br />
Viber: (+ 63) 9369734028
<br />
宛先Kindly look for: Ms. Eve
</p>
<p>Want to know more about our Japanese job openings? Register now!
<br />
より多くの日本語の求人をお探しの方は是非弊社にご登録ください。
<br />
http://jknetwork-jobs.com/register
<br />
Enjoy our FREE merchandise when you get hired. Bring home your Certified Bilingual Hoodie, Gimmy Tumbler and Gimmy Tote Bag. Collect them all!
</p>
<p>弊社を通じて採用された場合無料で弊社グッズをプレゼントします。パーカー、ギミータンブラー、トートバッグをご自宅へお送りします。全部揃えましょ
<br />
Do you know someone who can speak Japanese? Refer your friend and we’ll give you 5, 000 – 20, 000 PHP Referral Bonus once they get their dream job through us!
</p>
<p>日本語を話せる方を知っていますか？もしご紹介した方が弊社を通じて採用された場合、レファレンスとして5, 000 – 20, 000 PHP をお支払いします。
</p>
<p>Be updated on the “Life as a Bilingual in the Philippines”. Subscribe to our official YouTube channel.
<br />
弊社YouTube をチャンネル登録しよう。「フィリピンでのバイリンガルの生活」についてアップデートしてます。
<br />
https://www.youtube.com/channel/UCBtoYkb6b5TYfrhUnxEGj4g
</p>
<p>Visit our official website for more info:
<br />
詳細は弊社ウェブサイトをご覧ください
<br />
http://jknetwork-jobs.com/
</p>
<p>Not sure about the job that you like? Contact us for FREE Career Consultation!
<br />
お仕事が自分に合うか分からない場合は、無料でキャリアコンサルトを実施します。</p>
</div>
 </div></div>",PH,OnSite,Unknown
403,Finance Manager Trainee,"<div><div><div><div><div><div>RESPONSIBILITIES</div></div></div></div><div><div><div><div><div><ul><li>Fulfill the training program</li><li>Provide tailor-made financial advice to clients</li><li>Handle company secretarial duties and related work</li><li>Prepare breakdown for investment portfolio and assist in financial products analysis</li><li>Monitor clients's investment portfolio</li><li>Fresh graduates are welcome</li></ul><br /><div>REQUIREMENT</div><ul><li>University graduate in any discipline</li><li>Strong sense of responsibility</li><li>Self-starter, flexible, fast-paced</li><li>Able to multi-task with strong planning, analytical and organizational skills</li><li>Business mindset with solid financial acumen</li><li>Good at communication skills</li><li>Sponsorship for continuous education and professional qualifications</li></ul><br /><p>BENEFIT:</p><ul><li>5 days work</li><li>On job training</li><li>Training allowance</li><li>Medical Insurance, competitive salary and attractive bonus</li><li>Flexible working hours</li></ul><br />All Personal data collected will be used for recruitment purpose only.</div></div></div></div></div></div></div>",HK,OnSite,Hybrid
406,Project Manager (Accounting Localization),"<h2>Responsibilities</h2><div><div><p>We are looking for a Project Manager, responsible for localization project specifically in Mainland China. As a Project Manager, you will be the point of contact, leading the localization project from beginning to end.<br /><br />Your role will involve but not limited to:<br /></p><ul><li>Lead Accounting software testing functionality with focus on Accounting in Mainland China</li><li>Driving localization project from start to finish - define precise requirement and manage projects to completion</li><li>Engage with our development and functional consultation teams to define and implement processes</li><li>Build test methodology and test data set-up for configuration, processing, web services and reporting</li><li>Engage/Collaborate with Partners in Mainland China, understanding their processes and how they work</li><li>Communicate with vendors on payment and software integrations</li><li>Ensuring we have Chinese localization in Odoo and becoming a product specialist</li></ul><br />Must haves:<br /><ul><li>Bachelor degree or higher</li><li>Fluent in English + Mandarin</li><li>Strong accounting product / Product Manager experience in accounting field (preferably in Mainland China)</li><li>Excellent analysis, problem solving and communication skills</li><li>Self motivated</li></ul><br />Nice to haves:<br /><ul><li>3-5 years of relevant experience</li><li>Strong interest in tech</li><li>Strong knowledge of Mainland China market </li><li>Immediate availability </li></ul></div></div>",HK,Remote,OnSite
408,Solution Engineer,"<div><p><strong>Position<br /></strong>Solution Engineer (Pre-sales support)</p><p><strong>Responsibilities</strong></p><ul><li>Pre-sales support.</li><li>Design for customer's ICT system and Network.</li><li>To provide solution proposal and presentations, proof of concept and technical documentation.</li><li>Development of new ICT solution product/service.</li><li>Finish project on time with quality and cost control.</li></ul><p><strong>Requirements</strong></p><ul><li>Good customer interface, dialogue communications, and technical writing skills are a must.</li><li>Over 3 years of work experience in technical pre-sales or consulting support in ICT or related areas.</li><li>Good command of spoken and written English and Cantonese. Knowledge of Mandarin or Japanese would be a plus.</li><li>Aggressive, positive minded, responsible, independent, and self-motivated personality.</li><li>Network design and planning skills.</li><li>Project Management skills.</li><li>Problem solving skills.</li><li>Hands on experience of network equipment such as Router, LAN switch.</li><li>Hands on experience of security appliances / products such as Firewall, IDS, IPS.</li></ul><strong><strong>Preferable Requirements:<br /></strong></strong><ul><li>Microsoft Skills. Including Word, Excel and PowerPoint.</li><li>Knowledge and hands-on experience of Windows Server, VMware, Citrix virtualization technology.</li><li>Knowledge and hands-on experience of RPA technology.</li><li>Knowledge and hands-on experience of Public Cloud services.</li><li>Vendor certification for networking product or public cloud services such as CCNA, CCNP, AWS-SAA, AWS-SAP, etc.</li></ul><p><strong>Benefits:</strong></p></div><ul><li>Work from home for Covid-19 situation</li><li>5-day work week</li><li>Daily operations: 9:00 a.m. to 17:15 p.m.</li><li>Year ended bonus</li><li>Performance bonus</li><li>Life insurance</li><li>Annual Body check</li><li>Medical insurance (Family members included)</li><li>Overtime pay</li><li>Good attendance allowance</li><li>Education allowance</li></ul><p><strong>Interested parties please email your resume with date available, present and expected salary by clicking ""Apply Now""</strong><br /><br /><strong>All data collected will be used for recruitment purpose only.</strong></p>",HK,OnSite,Hybrid
411,Programmer / Analyst Programmer (Backend - C++),"<p><strong>Responsibilities:<br /></strong></p><ul><li>System design, coding and test software modules with C++.</li><li>Prepare technical documentations like design specification, test plan and operation manual.</li><li>Support integration tests, stress test and implement for Financial Trading Applications.</li><li>Resolve technical problem / issue and provide ad-hoc production support.</li><li>Perform application performance turning, scalability and stability tests.</li></ul><p><strong>Requirements:<br /></strong></p><ul><li>Bachelor Degree in Computer Science or equivalent.</li><li>1 - 4 years’ solid experience in application development and server handling.</li><li>Hands-on experience in C++ 11 or above programming with good debugging skill is essential.</li><li>Hands-on experience in TCP/IP socket handling, multi-threaded programming, design pattern and databases.</li><li>Knowledge in high volume, high availability and low latency distributed computing (e.g. data structure, thread synchronization, etc.) is preferable.</li><li>Knowledge in caching paradigm and message queue such as Ignite and Kafka is a plus.</li><li>Responsible, resourceful, flexible and able to work under pressure.</li><li>Financial knowledge in stock or futures market is highly preferred.</li></ul><p>To know more about MegaHub, please visit our website:<br />https://www.megahubhk.com</p><p>We offer 5-day work week, flexible working hours and good career development opportunities in a young and dynamic environment.  Interested parties, please send your resume and stating your current &amp; expected salary to MegaHub Limited by clicking ""Apply Now"".<br /><em>(Personal data collected will be used for recruitment purpose only)</em></p><p> </p>",HK,OnSite,Hybrid
416,JP Conversion FY24 - AS Premium (BA) on 2 Apr 2024,<p>JP Conversion FY24 - AS Premium (BA) on 2 Apr 2024</p>,HK,OnSite,Unknown
430,Quality Assurance Tester (QA Analyst),"<p><strong>Responsibilities:</strong></p><ul><li>Execute the quality assurance (QA) testing process to ensure high-quality deliverables for web platforms and iOS/Android mobile applications.</li><li>Design and execute comprehensive test plans and test cases aligned with project requirements and specifications.</li><li>Maintain detailed records of test results and collaborate with cross-functional teams to resolve identified defects.</li><li>Provide regular feedback and recommendations to improve the overall quality of deliverables.</li></ul><p>&nbsp;</p><p><strong>Skills and Qualifications:</strong></p><ul><li>Bachelor's degree in Information Technology, Computer Science, or a related field.</li><li>Minimum 2 years of application testing experience across both web and mobile platforms.</li><li>Ability to work independently, demonstrate strong analytical and problem-solving skills, and thrive under pressure to meet tight project deadlines.</li><li>Proficient in using issue tracking tools like JIRA for managing and reporting on test activities.</li><li>Hands-on experience with testing tools and frameworks such as Inspect, Postman, and Charles.</li><li>Excellent communication skills, both verbal and written, in English and Chinese.</li><li>Familiarity with Agile software development methodologies is preferred.</li><li>Certification in software testing (e.g., ISTQB, CSTP) is a plus.</li></ul>",HK,OnSite,Unknown
462,Business Analyst (IT),"<p><strong>Responsibilities:</strong></p><ul><li>Consult and collaborate with business users to understand business needs, goals, objectives, processes and requirements</li><li>Perform business analysis and user requirement studies and assist stakeholders in developing business process flow</li><li>Develop and review business requirement documents to ensure alignment between business users and IT on user requirements. Facilitate in defining application workflow / system enhancement areas to address business users’ needs</li><li>Assist in carrying out business impact assessment, facilitate project manager and business users to define system testing scenarios, prepare test cases and expected outputs</li><li>Prepare test plans, conduct quality assurance test, coordinate UAT including issue tracking &amp; fixing activities and providing end user training when necessary         </li><li>Provide orientation and training to end users</li><li>Create end user documentation of the end to end business processes</li></ul><p><strong>Qualifications: </strong>   </p><ul><li>University degree in Business Administration / Information System or related disciplines </li><li>At least 6-8 years’ solid working experience as Business Analyst. Domain knowledge in Real Estates or businesses with an agency model would be an advantage</li><li>In-depth knowledge in more than one key business areas such as Office Automation, process re-engineering, CRM/CDP, or Digital is a plus</li><li>Customer-oriented and self-motivated with excellent communication skill in English and Chinese</li><li>Ability to communicate ideas in both technical and user-friendly languages</li><li>Independent, strong analytical &amp; problem-solving skills<br /></li><li>Independent, efficient, able to work under pressure with tight schedule</li><li>Immediate available is highly preferred</li></ul><p>Competitive Salary will be offered to the right candidate.  For application, please update your resume by clicking ""APPLY NOW"" or complete the online application form which is available at https://www.midland.com.hk/joinus/ [link removed] and sent to the corresponding email address together with your full resume, present &amp; expected salary.<br /><br />All personal data collected will be used for recruitment purpose only.  Applicants not hearing from us within 2 months may consider their applications unsuccessful.  All personal data supplied will be kept for a reasonable period in accordance with the legal requirements.<br /><br />As an Equal Opportunities Employer, we are committed to eliminating discrimination in employment. Our vacancy is open to all applicants meeting the basic entry requirement irrespective of their disability, sex, marital status, pregnancy, age, family status, sexual orientation and race.</p>",HK,OnSite,Unknown
467,Part Time Japanese Language  tutor,<ul><li>Responsible for teaching Cantonese / Mandarin /&nbsp;English to Japanese students and teaching Japanese to Hong Kong students..</li><li><strong>Good command of Spoken Japanese &nbsp;is a must.</strong></li><li>Experience is preferable.</li><li>Must hold HKID or valid work visa.</li><li>Flexible hours for part time jobs.</li></ul><p>Please send CV and cover letter (in&nbsp;Microsoft word format)&nbsp;with availability to us.<br />&nbsp;</p><p>All information received will be kept in strict confidence and only for employment related purpose.</p>,HK,OnSite,Hybrid
471,Senior Business Analyst - Financial Services Provider,"<p>With two decades of business track records and successful stories, our client remains to be one of the most popular financial services provider who continues to provide high quality pension, fund and trustee services to customers. As of 2021, the company has over 180 billion assets under administration, serving millions of corporate and individual customers. Stepping into a technology-driven era, the company has invested tremendously in e-commerce platforms, online account services, digitalization of operations as well as digital partnerships. There is an exciting opportunity to join the 10+ ppl Business Analysis team under IT department as a Senior Business Analyst (Manager).</p><p>Responsibilities</p><ul><li>Develop requirement definition and execute UAT/ Supervise team to implement UAT</li><li>Identify the opportunities and threats on mitigation plans.</li><li>Understand the project objectives and facilitate business team's communication with vendor/IT department</li><li>Facilitate software system development or acquisition from vendor</li><li>Gather user requirement through site visits, video calls, surveys, workshops, business case and work flow analysis etc., covering both internal and external users</li><li>Ensure proper documentation of business initiatives and requirements</li><li>Maintain close and harmonious business relationship with key internal, external stakeholders</li></ul><p>Requirement</p><ul><li>Degree holder in information system or a related discipline</li><li>Minimum 5 years solid business analyst or project management experience for financial services industry</li><li>PMP or Prince or ITIL certificate holder is an advantage</li><li>Excellent verbal, written communication and leadership skills.</li><li>Experience with digital transformation projects will be an advantage.</li><li>Fluent in Cantonese, English and Mandarin</li></ul>",HK,OnSite,Hybrid
501,Performance Marketing,"<p>Job Description :</p><ul><li>Plan and execute all digital acquisition activities (for mobile app and website) using ads platform including SEM, social media, display advertising campaigns, affiliate marketing, programmatic, etc</li><li>Work on a budget to reach maximum KPI at the optimum level</li><li>Manage communication with multiple vendors and third-party trackers in order to achieve acquisition objectives</li><li>Measure and report performance of all digital marketing campaigns, and assess against goals (ROI and KPIs)</li><li>Identify trends and insights, and optimize spend and performance based on the insights</li><li>Utilize the strong analytical ability to evaluate the performance</li><li>Plan and create a small-scale A-B test campaign to optimize campaign and creative performance better</li><li>Suggest new digital channels that have the potential to increase new user numbers in an efficient way</li></ul><p><br /></p><p>Job Requirement :</p><ul><li>Bachelor's degree (or higher) in any related field with a strong quantitative background.</li><li>Excellent spoken and written English skills</li><li>Minimal 1 year of experience in digital marketing</li><li>Proven working experience in digital marketing, extensive experiences in managing in-house digital performance marketing at technology company (such as e-commerce, online-travel, mobile-gaming, etc) is preferable</li><li>Highly proficient in using digital ads platform such as Meta (Facebook) Ads, Google Ads, Twitter Ads</li><li>Have experience in managing Ad Networks for acquisition campaigns</li><li>Have basic understanding of organic acquisition such as App Store Optimization (ASO) and Search Engine Optimization (SEO)</li><li>Experience in setting up platform integration (for mobile app and website) with third parties (ex-Google, Meta (Facebook), Sizmek, Appsflyer) for campaign set-up and tracking purposes</li><li>Creative in identifying target audiences and devising digital campaigns that engage consumers the most</li><li>Have a good understanding of mobile attribution tools (e.g. Appsflyer)</li><li>Have basic understanding of Google Analytics</li><li>Strong analytical skills and data-driven thinking</li><li>Up-to-date with the latest trends and best practices in online marketing and measurement</li><li>Experiences in handling programmatic ad buying would be a plus</li></ul>",ID,Remote,Unknown
506,Project Manager IT,"<p>Job Description:</p><p>In this role you will be responsible for managing, strategic projects from initiation through delivery and leading team members on implementation, migration, enhancement, or integration projects that often involve business process reengineering. You will be accountable for managing the client project to ensure that all targets and requirements are met and ensure billable projects are completed on schedule and within budget.</p><p></p><p>Qualifications:</p><ul><li>Education: Bachelor Degree/Master Degree (IT/related major is preferable).</li><li><strong>1 + years of experience working as a Technical Project Manager or equivalent experience.</strong></li><li><strong>Experience working on PMBOK Knowledge, SCRUM (PSM) more preferable.</strong></li><li>Strong analytical skills, excellent communication and demonstrated ability to translate client requirements.</li><li>Understanding of business systems, ability to multi-task on diverse requirements, understanding of Software development Lifecycle and techniques, and experience in the development of system documentation or training materials.</li><li>Experience working directly within a software development team.</li><li>Passion for building great products and solving customer and business problems.</li></ul><p></p>",ID,OnSite,Unknown
513,Fullstack Developer,"<p>Responsibilities :</p><p><br /></p><ol><li>Develop backend application using RESTFULL technology such as NodeJS, PHP, Laravel and ExpressJS</li><li>Ship features and improvement by collaborating with other team member</li><li>Review, optimize, and test existing code to conform to industry best practice</li><li>Solve bug and technical debt on existing deployment Provides solution architect from business requirements.</li><li>Produce results effectively and within the deadlines set.</li><li>Uphold high-quality standard delivery (and web compliance).</li><li>Slicing UI using Vue.Js, Nuxt.Js, Tailwindcss, Javascript, Sass</li></ol><p><br /></p><p>Requirement :</p><p><br /></p><ol><li>Bachelor Degree IT, Computer Science or related major from Reputable University</li><li>Minimum 2 years experience as a Fullstack Developer</li><li>Experience to use NodeJS, Express js, PHP, Laravel, VueJs, NuxtJs, TailwindCss etc.</li><li>Experience with relational and NoSQL database schema design and query optimization</li><li>Experience with Linux systems administration, web server configuration (Apache/ Nginx/Gunicorn), SQL databases, and other common web stack technologies.</li><li>Have a deep understanding of OOP (Object Oriented Programming).</li><li>Strong analytical and problem-solving skills.</li><li>Self-motivated, driven and fast learner.</li><li>Able to use versioning control system such as GIT</li><li>Code reusability, clean code</li><li>Comfortable working in a linux environment &amp; using CLI</li></ol>",ID,OnSite,Unknown
523,Data Engineer,"<strong>Description</strong><br />
 <p>- Design, develop, optimize, and maintain data architecture and pipelines that adhere to ETL principles and business goals<br />- Solve complex data problems to deliver insights that helps our business to achieve their goals<br />- Create data products for analytics and data scientist team members to improve their productivity<br />- Advise, consult, mentor and coach other data and analytic professionals on data standards and practices<br />- Foster a culture of sharing, re-use, design for scale stability, and operational efficiency of data and analytical solutions<br />- Lead the evaluation, implementation and deployment of emerging tools and process for analytic data engineering in order to improve our productivity as a team<br />- Develop and deliver communication and education plans on analytic data engineering capabilities, standards, and processes<br />- Partner with business analysts and solutions architects to develop technical architectures for strategic enterprise projects and initiatives.<br />- Learn about machine learning, data science, computer vision, artificial intelligence, statistics, and/or applied mathematics</p>
 
 <strong>Specifications</strong><br />
 <p>As an Data Engineer, you will work closely with a multidisciplinary Agile team to build high quality data pipelines driving analytic solutions. These solutions will generate insights from our connected data, enabling Mango to advance the data-driven decision-making capabilities of our enterprise. This role requires deep understanding of data architecture, data engineering, data analysis, reporting, and a basic understanding of data science techniques and workflows. The ideal candidate is a skilled data / software engineer with experience creating data products supporting analytic solutions. They are an Agile learner, possess strong problem-solving skills, work as part of a technical, cross functional analytics team, and want to Solve complex data problems and deliver the insights to enable analytics strategy.</p>",ID,OnSite,Hybrid
529,Project Manager,"<div><strong>Job Description</strong><ul><li>Creating  a schedule/timetable for production line.</li><li>Making sure that production flows following the schedule that you set!</li><li>Create an effective workflow and jobdesc for each editors, and making sure their priority is clear.</li><li>Oversee and solving a problem that can delay the schedule and deadline of the production line.</li><li>Always check and confirm that the artists submit their work on time as the deadline sets.</li><li>Directing and reminding editor to always create a weekly schedule for artist.</li><li>Controlling every traffic of every assistant for the artist to make sure a smooth production.</li><li>Checking and verifying monthly artist invoice and make sure if there's any fine is included on the invoice.</li><li>Proposing system improvement or new system that you think will increase the effectivity of production line.</li><li>Reminding both editorial and production team to always following the Standard Operating Procedure of Kisai Entertainment.</li></ul><strong>Requirement</strong><ul><li>At least have 1 year experience on managing people.</li><li>Fluent in English; both written and spoken is a must.</li><li>Ability to work under pressure/deadline oriented project.</li><li>Able to supervise multiple project at one.</li><li>People oriented and have growth mindset.</li><li>Ready to adapt</li></ul></div><div> </div>",ID,Remote,Unknown
533,JAVA,"<p>Job responsibilities</p><p>1. Responsible for the architecture design and research and development of the company's app and other product service side;</p><p></p><p>2. Operation and maintenance of back-end services, performance optimization, etc.</p><p></p><p>3. Coordinating and communication for product development</p><p></p><p>Job Requirements:</p><p></p><p>1. Working experience in live broadcasting industry is preferred, familiar with APP background interface development;Familiar with JavaJ2EE, solid foundation, proficient in common Java technical framework, able to write high-quality concise and clear code;</p><p></p><p>2. Proficient in Spring,SpringBoot, SpringMVC,Mybatis and other open source frameworks, familiar with their implementation principles, familiar with multi threaded programming;</p><p></p><p>3. Familiar with micro-service architecture and Spring Cloud;</p><p></p><p>4. Proficient and effective in using Mysql database, MongoDB, redis, memcached and other common nosql technology;</p><p></p><p>5. Proficient in using Nginx, Tomcat and other WEB service-related open source projects and performance tuning;</p><p></p><p>6. Proficient in common design patterns and design principles;</p><p></p><p>7. Have the ability to analysis and solving problem effectively , have relatively excellent practical ability, big interest on technology, have a certain technical mania;</p><p></p><p>8. Bonus points for having more than 1 million daily information flow experience;</p><p></p><p>9. Strong cross-departmental communication skills are preferred</p><p></p><p>10. Proficient in mandarin and English, fluent in mandarin is preferred</p>",ID,OnSite,Unknown
